statute,title_id,title_text,level_1_id,level_1_text,level_2_id,level_2_text,level_3_id,level_3_text,level_4_id,level_4_text,section_id,section_text
25_1602,25,elections,part iv, voter registration,chapter 16, commission proceedings and judicial review,-,-,-,-,1602, court of common pleas.
25_1603,25,elections,part iv, voter registration,chapter 16, commission proceedings and judicial review,-,-,-,-,1603, commission duties.
25_1701,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1701, lawful orders.
25_1702,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1702, registration.
25_1703,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1703, application.
25_1704,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1704, altering registration.
25_1705,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1705, votes.
25_1706,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1706, duties under part.
25_1707,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1707, official documents and electronic records.
25_1708,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1708, withholding information.
25_1709,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1709, law enforcement assistance.
25_1710,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1710, interference.
25_1711,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1711, preventing registration.
25_1712,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1712, approval of registration.
25_1713,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1713, solicitation of registration.
25_1714,25,elections,part iv, voter registration,chapter 17, penalties,-,-,-,-,1714, crimes code.
25_1801,25,elections,part iv, voter registration,chapter 18, enforcement,-,-,-,-,1801, attorney general.
25_1802,25,elections,part iv, voter registration,chapter 18, enforcement,-,-,-,-,1802, district attorneys.
25_1803,25,elections,part iv, voter registration,chapter 18, enforcement,-,-,-,-,1803, power of department.
25_1804,25,elections,part iv, voter registration,chapter 18, enforcement,-,-,-,-,1804, relief.
25_1901,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1901, removal of electors.
25_1902,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1902, procedure for voting following failure to return notification card.
25_1903,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1903, incorrect records.
25_1904,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1904, files.
25_1905,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1905, errors in cancellation.
25_1906,25,elections,part iv, voter registration,chapter 19, provisions contingent on federal law,-,-,-,-,1906, termination of chapter.
25_3302,25,elections,part ix, conduct of elections,chapter 33, voting procedures,-,-,-,-,3302, application for absentee ballots.
25_3501,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3501, short title of chapter.
25_3502,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3502, definitions.
25_3503,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3503, duties and responsibilities of secretary.
25_3504,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3504, (reserved).
25_3505,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3505, registering to vote.
25_3506,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3506, methods of applying for military-overseas ballot.
25_3507,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3507, timeliness and scope of ballot application.
25_3508,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3508, transmission of unvoted ballots.
25_3509,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3509, timely casting of ballot.
25_3510,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3510, federal write-in absentee ballot.
25_3511,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3511, receipt of voted ballot.
25_3512,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3512, confirmation of receipt of application and voted ballot.
25_3513,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3513, (reserved).
25_3514,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3514, election notices.
25_3515,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3515, prohibition of nonsubstantive requirements.
25_3516,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3516, equitable relief.
25_3517,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3517, uniformity of application and construction.
25_3518,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3518, relation to electronic signatures in global and national commerce act.
25_3519,25,elections,part ix, conduct of elections,chapter 35, uniform military and overseas voters,-,-,-,-,3519, construction.
25_701,25,elections,part ii, conduct of elections,chapter 7,-,subchapter a,-,-,-,701, definitions.
30_101,30,fish,part i, general provisions,chapter 1, preliminary provisions,-,-,-,-,101, short title of title.
30_102,30,fish,part i, general provisions,chapter 1, preliminary provisions,-,-,-,-,102, definitions.
30_301,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,301, organization of commission.
30_302,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,302, executive director.
30_303,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,303, assistant executive directors.
30_304,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,304, waterways patrolmen and employees.
30_305,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,305, deputy waterways conservation officers.
30_306,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,306, boating advisory board.
30_307,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,307, designation of law enforcement officers.
30_308,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter a," organization, officers and employees",-,-,308, designation of commission.
30_321,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,321, administration and enforcement.
30_322,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,322, rules and regulations.
30_322.1,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,322.1,power to set fees.
30_323,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,323, publications.
30_324,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,324, commission records.
30_325,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,325, use of credit and debit cards.
30_326,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,326, limitation on regulatory jurisdiction.
30_327,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,327, volunteer program.
30_328,30,fish,part i, general provisions,chapter 3, pennsylvania fish and boat commission,subchapter b, powers and duties in general,-,-,328, cooperative agreements.
30_501,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter a, general provisions,-,-,501, refund of moneys paid erroneously or unjustly.
30_502,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter a, general provisions,-,-,502, service charge for uncollectible checks.
30_503,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter a, general provisions,-,-,503, auditing and reporting requirements.
30_521,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter b, the fish fund,-,-,521, establishment and use of fish fund.
30_522,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter b, the fish fund,-,-,522, expenditures from fish fund.
30_531,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter c, the boat fund,-,-,531, establishment and use of boat fund.
30_532,30,fish,part i, general provisions,chapter 5, fiscal affairs,subchapter c, the boat fund,-,-,532, expenditures from boat fund.
30_701,30,fish,part i, general provisions,chapter 7, property and waters,subchapter a, general provisions,-,-,701, acceptance of donations of money or property.
30_702,30,fish,part i, general provisions,chapter 7, property and waters,subchapter a, general provisions,-,-,702, execution of contracts and leases.
30_703,30,fish,part i, general provisions,chapter 7, property and waters,subchapter a, general provisions,-,-,703, damage to property.
30_721,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,721, acquisition of property.
30_722,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,722, improvements to property.
30_723,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,723, rights-of-way and other rights.
30_724,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,724, certification of title or title insurance.
30_725,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,725, price paid for acquisitions and improvements.
30_726,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,726, title to property.
30_727,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,727, designation of property.
30_728,30,fish,part i, general provisions,chapter 7, property and waters,subchapter b, acquisition and improvement,-,-,728, exemption from taxation.
30_741,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,741, control of property.
30_742,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,742, use of property.
30_743,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,743, exchange or sale.
30_744,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,744, disposition of timber and minerals.
30_745,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,745," rights-of-way, easements and licenses."
30_746,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,746, leases.
30_747,30,fish,part i, general provisions,chapter 7, property and waters,subchapter c," control, management and disposition",-,-,747, proceeds from sales and grants.
30_901,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,901, powers and duties of waterways conservation officers and deputies.
30_902,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,902, enforcement of other laws.
30_903,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,903, delegation of enforcement powers.
30_904,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,904, interference with officers.
30_905,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,905, reciprocal enforcement on delaware river.
30_906,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,906, fleeing or attempting to elude an officer.
30_907,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,907, operation of vehicle or boat without lights to avoid identification or arrest.
30_908,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,908," false identification or false or fraudulent statements on reports, etc."
30_909,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,909, interference with lawful fishing and boating prohibited.
30_910,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,910, unlawful use of computer.
30_911,30,fish,part i, general provisions,chapter 9, enforcement,subchapter a, general provisions,-,-,911, liability for conduct of another; complicity.
30_921,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,921, time for commencing prosecutions.
30_922,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,922, possession prima facie evidence of violation.
30_923,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,923, classification of offenses and penalties.
30_924,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,924, costs for summary offenses.
30_925,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,925, acknowledgment of guilt and receipts for payment.
30_926,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,926, disposition of fines and penalties.
30_927,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,927, forfeiture of fish and devices.
30_928,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,928," revocation, suspension or denial of license, permit or registration."
30_929,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,929, suspension of privileges pending payment of penalties.
30_930,30,fish,part i, general provisions,chapter 9, enforcement,subchapter b, prosecutions and penalties,-,-,930, disposition of nonresident offenders.
30_2101,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2101, administration of part.
30_2102,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2102, rules and regulations.
30_2103,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2103, stocked waters open for fishing.
30_2104,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2104, sunday fishing from private land.
30_2105,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2105, farm fish ponds.
30_2106,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2106, fishing in hatchery or nursery waters.
30_2107,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2107, sale of fish taken from hatchery or nursery waters.
30_2108,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2108, retrieval and disposition of fish.
30_2109,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2109, serious unlawful take.
30_2110,30,fish,part ii, fish and fishing,chapter 21, general provisions,-,-,-,-,2110, taking or possessing by illegal methods.
30_2301,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2301, propagation and distribution of fish.
30_2302,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2302, cooperative fish restoration projects.
30_2303,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2303, federal cultural stations.
30_2304,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2304, fish migration studies.
30_2305,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2305, threatened and endangered species.
30_2306,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2306, refuge areas.
30_2307,30,fish,part ii, fish and fishing,chapter 23, fish restoration and management,-,-,-,-,2307, waters limited to specific purposes.
30_2501,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2501, misuse of property and waters.
30_2502,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2502, disturbance of waterways and watersheds.
30_2503,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2503, littering.
30_2504,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2504, pollution of waters.
30_2505,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2505, interference or damage to hatchery or nursery property.
30_2506,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2506, commonwealth actions for damage to fish.
30_2507,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2507," sale of certain fish, reptiles and amphibians prohibited."
30_2508,30,fish,part ii, fish and fishing,chapter 25, protection of property and waters,-,-,-,-,2508," restrictions on transport, sale, importation or release of non-native injurious fish."
30_2701,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2701, resident fishing licenses.
30_2702,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2702, nonresident and tourist licenses.
30_2702.1,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2702.1,one-day resident fishing license.
30_2703,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2703, possession and display of licenses.
30_2704,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2704, lost fishing licenses.
30_2705,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2705, improper license use and false application.
30_2706,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2706, complimentary licenses.
30_2707,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2707, disabled veterans and former prisoners of war.
30_2707.1,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2707.1,deployed pennsylvania national guard members.
30_2707.2,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2707.2,reserve component of armed forces members.
30_2708,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2708, institutional licenses.
30_2708.1,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2708.1,farmlands open to public fishing.
30_2709,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2709, exemptions from license requirements.
30_2710,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2710, form and expiration of licenses.
30_2711,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2711, issuing agents.
30_2712,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2712, license requirements on boundary waters.
30_2713,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2713, appropriations for licenses issued without a fee (deleted by amendment).
30_2714,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2714, license issuing fees.
30_2715,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2715," license, permit and issuing agent fees."
30_2716,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2716, vouchers for licenses and permits.
30_2717,30,fish,part ii, fish and fishing,chapter 27, fishing licenses,-,-,-,-,2717, license and permit packaging options.
30_2901,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2901, eel chute licenses (deleted by amendment).
30_2902,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2902, net permits.
30_2903,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2903, boat and net licenses for boundary lakes.
30_2904,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2904, permits for protection and management of particular fish.
30_2905,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2905, permits for scientific and educational fish collecting activities.
30_2906,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2906, permits for use of explosives.
30_2907,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2907, expiration of licenses and permits.
30_2907.1,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2907.1,tagged fish contests on boundary lakes.
30_2907.2,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2907.2,lake erie fishing permits.
30_2907.3,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2907.3,fishing guide and charter boat permits.
30_2908,30,fish,part ii, fish and fishing,chapter 29, special licenses and permits,-,-,-,-,2908, penalties.
30_3101,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3101, licenses.
30_3102,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3102, fees.
30_3103,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3103, exemption from fishing regulations.
30_3104,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3104, receipts for fish caught.
30_3105,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3105, bills of sale for fish purchased for stocking.
30_3106,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3106, classification of lakes.
30_3107,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3107, transportation of fish.
30_3108,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3108, violations by owner or operator.
30_3109,30,fish,part ii, fish and fishing,chapter 31, regulated fishing lakes,-,-,-,-,3109, violations by other persons.
34_101,34,game,part ii, fish and fishing,chapter 1, preliminary provisions,-,-,-,-,101, short title of title.
34_102,34,game,part ii, fish and fishing,chapter 1, preliminary provisions,-,-,-,-,102, definitions.
34_103,34,game,part ii, fish and fishing,chapter 1, preliminary provisions,-,-,-,-,103," ownership, jurisdiction and control of game and wildlife."
34_104,34,game,part ii, fish and fishing,chapter 1, preliminary provisions,-,-,-,-,104, title not to apply in certain cases.
34_301,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter a," organization, officers and employees",-,-,301, organization of commission.
34_302,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter a," organization, officers and employees",-,-,302, director.
34_303,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter a," organization, officers and employees",-,-,303, game commission officers and employees.
34_304,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter a," organization, officers and employees",-,-,304, deputy game commission officers.
34_321,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,321, meetings of commission.
34_322,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,322, powers and duties of commission.
34_323,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,323, cooperative agreements.
34_324,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,324, cooperation with federal government.
34_325,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,325, limitation on disclosure of certain records.
34_326,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,326, use of credit and debit cards.
34_327,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,327, junior hunter projects.
34_328,34,game,part ii, fish and fishing,chapter 3, pennsylvania game commission,subchapter b, powers and duties in general,-,-,328, accountability.
34_501,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter a, general provisions,-,-,501, refund of moneys paid erroneously or unjustly.
34_502,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter a, general provisions,-,-,502, collection fee for uncollectible checks.
34_521,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter b, game fund,-,-,521, establishment and use of game fund.
34_522,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter b, game fund,-,-,522, appropriation and audit of moneys.
34_523,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter b, game fund,-,-,523, donations.
34_541,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,541, authority to provide deterrent fences.
34_542,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,542, investigation after receipt of application.
34_543,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,543, purchase of materials and construction.
34_544,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,544," maintenance, repair or replacement."
34_545,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,545, request for review.
34_546,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,546, limitation on expenditures for deterrent fencing.
34_547,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter c, erection of deterrent fences,-,-,547, unlawful acts.
34_551,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,551, authority for payment.
34_552,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,552, investigation and settlement.
34_553,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,553, payment of claim.
34_554,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,554, request for review.
34_555,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,555, limitation on expenditures for bear damage claims.
34_556,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter d, payment of bear damage claims,-,-,556, unlawful acts.
34_561,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter e, review procedures,-,-,561, appointment of hearing examiner.
34_562,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter e, review procedures,-,-,562, powers and duties of hearing examiner.
34_563,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter e, review procedures,-,-,563, conduct of review.
34_564,34,game,part ii, fish and fishing,chapter 5, fiscal affairs,subchapter e, review procedures,-,-,564, finality of decision.
34_701,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,701, acquisition of property.
34_702,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,702, improvements to property.
34_703,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,703, rights-of-way and other rights.
34_704,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,704, certification of title or title insurance.
34_705,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,705, price paid for acquisitions and improvements.
34_706,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,706, title to property.
34_707,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,707, designation of property.
34_708,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,708, payments in lieu of taxes.
34_709,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter a, acquisition and improvements,-,-,709, cooperative agreements relating to land.
34_721,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,721, control of property.
34_722,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,722, use of property.
34_723,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,723, exchange or sale.
34_724,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,724," disposition of timber, minerals and other products."
34_725,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,725," rights-of-way, easements and licenses."
34_726,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,726, leases.
34_727,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,727, proceeds from sales and grants.
34_728,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,728, propagation areas.
34_729,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,729, public access projects.
34_730,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter b," control, management and disposition",-,-,730, controlled goose hunting areas.
34_741,34,game,part ii, fish and fishing,chapter 7, property and buildings,subchapter c, protection of commission property,-,-,741, commission actions for damage to buildings or property.
